,Unnamed: 0,Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region
5227,5227,C_CND_005228,2020-09-04,Hugo,Female,700000,C & M Motors Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23000,60504-7114,Hardtop,8947895,Pasco
5228,5228,C_CND_005229,2020-09-04,Katherine,Male,2361000,Gartner Buick Hyundai Saab,Nissan,Quest,Overhead Camshaft,Manual,Black,38100,38701-8047,SUV,6191425,Middletown
5229,5229,C_CND_005230,2020-09-04,Katie,Male,1900000,Hatfield Volkswagen,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Red,28000,99301-3882,Hatchback,6572614,Aurora
5230,5230,C_CND_005231,2020-09-05,Khloe,Male,1500000,Rabun Used Car Sales,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,85257-3102,SUV,7965790,Scottsdale
5231,5231,C_CND_005232,2020-09-05,Kylie,Male,1400000,Race Car Help,Chrysler,Concorde,Overhead Camshaft,Manual,Pale White,28000,78758-7841,SUV,6457252,Austin
5232,5232,C_CND_005233,2020-09-05,Lauren,Female,13500,Ryder Truck Rental and Leasing,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75000,06457-3834,Hatchback,7708478,Middletown
5233,5233,C_CND_005234,2020-09-05,Leah,Male,1750000,Saab-Belle Dodge,Volkswagen,Beetle,Overhead Camshaft,Manual,Red,21000,60504-7114,SUV,6358841,Aurora
5234,5234,C_CND_005235,2020-09-05,Leela,Male,1850000,Scrivener Performance Engineering,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41000,38701-8047,SUV,8960342,Greenville
5235,5235,C_CND_005236,2020-09-05,Lillian,Male,13500,Star Enterprises Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,SUV,8790191,Pasco
5236,5236,C_CND_005237,2020-09-05,Lily,Male,1480000,Suburban Ford,Saturn,SC,DoubleÂ Overhead Camshaft,Auto,Black,33000,53546-9427,SUV,7571945,Janesville
5237,5237,C_CND_005238,2020-09-05,Madison,Male,1400000,Tri-State Mack Inc,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,85257-3102,Sedan,7689058,Scottsdale
5238,5238,C_CND_005239,2020-09-05,Maggie,Male,2130000,U-Haul CO,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Red,16000,78758-7841,SUV,6717754,Austin
5239,5239,C_CND_005240,2020-09-05,Jessica,Male,1185000,Enterprise Rent A Car,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,69500,60504-7114,Passenger,8197260,Aurora
5240,5240,C_CND_005241,2020-09-05,Joanna,Female,13500,Gartner Buick Hyundai Saab,Ford,Windstar,Overhead Camshaft,Manual,Pale White,17000,38701-8047,Sedan,6509508,Greenville
5241,5241,C_CND_005242,2020-09-05,Jolie,Male,500000,Hatfield Volkswagen,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,99301-3882,SUV,8841272,Pasco
5242,5242,C_CND_005243,2020-09-05,Leane,Female,795000,Classic Chevy,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,85257-3102,Hardtop,6390983,Austin
5243,5243,C_CND_005244,2020-09-05,Josephine,Female,13500,McKinney Dodge Chrysler Jeep,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,85257-3102,Hatchback,7633455,Scottsdale
5244,5244,C_CND_005245,2020-09-05,Joyce,Female,571000,Motor Vehicle Branch Office,Mitsubishi,Montero,Overhead Camshaft,Manual,Black,16000,78758-7841,SUV,8598599,Austin
5245,5245,C_CND_005246,2020-09-05,Judy,Male,13500,Nebo Chevrolet,Plymouth,Voyager,Overhead Camshaft,Manual,Pale White,20000,06457-3834,Passenger,6877515,Middletown
5246,5246,C_CND_005247,2020-09-05,Julia,Female,13500,New Castle Ford Lincoln Mercury,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,60504-7114,Hatchback,6455723,Aurora
5247,5247,C_CND_005248,2020-09-05,Sury,Male,13500,Enterprise Rent A Car,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Black,38000,60504-7114,Hardtop,6207392,Aurora
5248,5248,C_CND_005249,2020-09-05,Milena,Male,1335000,Iceberg Rentals,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18501,53546-9427,Hatchback,7580197,Janesville
5249,5249,C_CND_005250,2020-09-05,Mindy,Male,1900000,McKinney Dodge Chrysler Jeep,Nissan,Frontier,Overhead Camshaft,Manual,Black,53001,85257-3102,Hatchback,8211033,Scottsdale
5250,5250,C_CND_005251,2020-09-05,Miri,Female,810000,Motor Vehicle Branch Office,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,78758-7841,Hatchback,6180334,Austin
5251,5251,C_CND_005252,2020-09-05,Miriam,Male,13500,Nebo Chevrolet,Dodge,Ram Pickup,Overhead Camshaft,Manual,Black,19001,06457-3834,Hatchback,8546776,Middletown
5252,5252,C_CND_005253,2020-09-05,Molly,Male,1090000,New Castle Ford Lincoln Mercury,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19001,60504-7114,Hatchback,8706590,Aurora
5253,5253,C_CND_005254,2020-09-05,Morgan,Male,13500,Pars Auto Sales,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,38701-8047,Hatchback,6606482,Greenville
5254,5254,C_CND_005255,2020-09-05,Naomi,Male,1130000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36001,99301-3882,Hatchback,8602458,Pasco
5255,5255,C_CND_005256,2020-09-05,Natalia,Male,1145000,Progressive Shippers Cooperative Association No,Acura,RL,Overhead Camshaft,Manual,Pale White,17501,53546-9427,SUV,8149950,Janesville
5256,5256,C_CND_005257,2020-09-05,Natalie,Male,657000,Rabun Used Car Sales,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,85257-3102,Passenger,7683232,Scottsdale
5257,5257,C_CND_005258,2020-09-05,Jonathan,Male,13500,Star Enterprises Inc,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,99301-3882,Sedan,7689120,Pasco
5258,5258,C_CND_005259,2020-09-05,Jordan,Male,860000,Suburban Ford,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,53546-9427,Passenger,6008435,Janesville
5259,5259,C_CND_005260,2020-09-05,Joseph,Male,532000,Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,85257-3102,Hatchback,8041269,Scottsdale
5260,5260,C_CND_005261,2020-09-05,Joshua,Male,960000,U-Haul CO,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Sedan,7425124,Austin
5261,5261,C_CND_005262,2020-09-05,Josiah,Male,745500,Progressive Shippers Cooperative Association No,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,53546-9427,SUV,8490440,Janesville
5262,5262,C_CND_005263,2020-09-05,Binyomin,Male,13500,U-Haul CO,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,Hardtop,8079858,Austin
5263,5263,C_CND_005264,2020-09-05,Justice,Male,630000,Race Car Help,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,78758-7841,SUV,7173769,Austin
5264,5264,C_CND_005265,2020-09-05,Justin,Male,580000,Ryder Truck Rental and Leasing,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,06457-3834,Passenger,8772460,Middletown
5265,5265,C_CND_005266,2020-09-05,Kaden,Male,13500,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,60504-7114,SUV,6127771,Aurora
5266,5266,C_CND_005267,2020-09-05,Kayla,Male,13500,Iceberg Rentals,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,12000,53546-9427,Hatchback,8289434,Greenville
5267,5267,C_CND_005268,2020-09-05,Kaylee,Female,2300000,McKinney Dodge Chrysler Jeep,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hatchback,6293583,Pasco
5268,5268,C_CND_005269,2020-09-05,Kelly,Male,1840000,Motor Vehicle Branch Office,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,27000,78758-7841,SUV,8817813,Janesville
5269,5269,C_CND_005270,2020-09-05,Khloe,Male,920000,Nebo Chevrolet,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Black,39000,06457-3834,Sedan,7541668,Scottsdale
5270,5270,C_CND_005271,2020-09-05,Kimberly,Male,1550000,New Castle Ford Lincoln Mercury,Honda,Accord,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Sedan,7726660,Austin
5271,5271,C_CND_005272,2020-09-05,Lohann,Female,280000,Gartner Buick Hyundai Saab,Nissan,Pathfinder,Overhead Camshaft,Manual,Pale White,16000,38701-8047,Hardtop,7827945,Aurora
5272,5272,C_CND_005273,2020-09-05,Flavie,Female,654000,New Castle Ford Lincoln Mercury,Toyota,Tacoma,Overhead Camshaft,Manual,Black,36000,60504-7114,Hardtop,7721442,Middletown
5273,5273,C_CND_005274,2020-09-05,Layla,Female,13500,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Sedan,7240633,Greenville
5274,5274,C_CND_005275,2020-09-05,Leah,Male,500000,Rabun Used Car Sales,Mercury,Sable,Overhead Camshaft,Manual,Pale White,61000,85257-3102,Sedan,6991142,Pasco
5275,5275,C_CND_005276,2020-09-06,Mandy,Male,1050000,Buddy Storbeck's Diesel Service Inc,Oldsmobile,Aurora,Overhead Camshaft,Manual,Pale White,71000,06457-3834,Passenger,6376746,Middletown
5276,5276,C_CND_005277,2020-09-06,Maryam,Male,3690000,C & M Motors Inc,Saab,2020-09-03 00:00:00,DoubleÂ Overhead Camshaft,Auto,Black,26000,60504-7114,Sedan,8411628,Aurora
5277,5277,C_CND_005278,2020-09-06,Maya,Female,709000,Capitol KIA,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21000,38701-8047,SUV,8125743,Greenville
5278,5278,C_CND_005279,2020-09-06,Megan,Male,13500,Chrysler of Tri-Cities,Buick,Century,DoubleÂ Overhead Camshaft,Auto,Pale White,17001,99301-3882,SUV,6093678,Pasco
5279,5279,C_CND_005280,2020-09-06,Melody,Male,13500,Chrysler Plymouth,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,53546-9427,Sedan,7472260,Janesville
5280,5280,C_CND_005281,2020-09-06,Mia,Male,1740000,Classic Chevy,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22001,85257-3102,SUV,8177706,Scottsdale
5281,5281,C_CND_005282,2020-09-06,Michelle,Female,13500,Clay Johnson Auto Sales,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27001,78758-7841,Passenger,7545054,Austin
5282,5282,C_CND_005283,2020-09-06,Mila,Male,2575000,Diehl Motor CO Inc,Dodge,Ram Pickup,DoubleÂ Overhead Camshaft,Auto,Pale White,45501,06457-3834,SUV,7265920,Middletown
5283,5283,C_CND_005284,2020-09-06,Mina,Male,1388800,Enterprise Rent A Car,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26881,60504-7114,Sedan,8448887,Aurora
5284,5284,C_CND_005285,2020-09-06,Natalie,Male,1702000,Gartner Buick Hyundai Saab,Subaru,Forester,Overhead Camshaft,Manual,Pale White,57201,38701-8047,SUV,8986690,Greenville
5285,5285,C_CND_005286,2020-09-06,Julianna,Male,760000,Pitre Buick-Pontiac-Gmc of Scottsdale,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,36000,99301-3882,Hatchback,6903082,Pasco
5286,5286,C_CND_005287,2020-09-06,Julie,Male,2100000,Progressive Shippers Cooperative Association No,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,Passenger,7427415,Janesville
5287,5287,C_CND_005288,2020-09-06,Juliet,Male,13500,Rabun Used Car Sales,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,18000,85257-3102,Hatchback,8124534,Scottsdale
5288,5288,C_CND_005289,2020-09-06,David,Male,732500,U-Haul CO,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45500,78758-7841,Hardtop,8322051,Austin
5289,5289,C_CND_005290,2020-09-06,June,Female,767000,Ryder Truck Rental and Leasing,BMW,328i,Overhead Camshaft,Manual,Black,69000,06457-3834,Sedan,8205564,Middletown
5290,5290,C_CND_005291,2020-09-06,Kaitlyn,Male,795000,Saab-Belle Dodge,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,60504-7114,SUV,7860493,Aurora
5291,5291,C_CND_005292,2020-09-06,Kate,Male,1315000,Scrivener Performance Engineering,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,38701-8047,Sedan,8438615,Greenville
5292,5292,C_CND_005293,2020-09-06,Katelyn,Male,830000,Star Enterprises Inc,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,99301-3882,Sedan,8543089,Pasco
5293,5293,C_CND_005294,2020-09-06,Katherine,Male,13500,Suburban Ford,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,9000,53546-9427,Hatchback,8243313,Janesville
5294,5294,C_CND_005295,2020-09-06,Kathryn,Male,940000,Tri-State Mack Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,7455746,Scottsdale
5295,5295,C_CND_005296,2020-09-06,Nechama,Male,13500,Race Car Help,Audi,A6,Overhead Camshaft,Manual,Pale White,24000,78758-7841,SUV,8261942,Austin
5296,5296,C_CND_005297,2020-09-06,Nicole,Male,13500,Ryder Truck Rental and Leasing,Toyota,Sienna,Overhead Camshaft,Manual,Black,27000,06457-3834,Passenger,6786385,Middletown
5297,5297,C_CND_005298,2020-09-06,Nicolette,Male,763000,Saab-Belle Dodge,Mercedes-B,S-Class,Overhead Camshaft,Manual,Pale White,21000,60504-7114,SUV,7873346,Aurora
5298,5298,C_CND_005299,2020-09-06,Nina,Male,13500,Scrivener Performance Engineering,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,38701-8047,Hatchback,7399923,Greenville
5299,5299,C_CND_005300,2020-09-06,Noa,Male,903000,Star Enterprises Inc,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,99301-3882,Sedan,6764304,Pasco
5300,5300,C_CND_005301,2020-09-06,Nora,Male,1000000,Suburban Ford,Dodge,Durango,Overhead Camshaft,Manual,Black,22001,53546-9427,SUV,6701797,Janesville
5301,5301,C_CND_005302,2020-09-06,Olivia,Male,13500,Tri-State Mack Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Black,18001,85257-3102,Hatchback,6351635,Scottsdale
5302,5302,C_CND_005303,2020-09-06,Paige,Male,1742000,U-Haul CO,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22201,78758-7841,Passenger,8418458,Austin
5303,5303,C_CND_005304,2020-09-06,Parker,Male,865000,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,28000,53546-9427,Sedan,8381327,Janesville
5304,5304,C_CND_005305,2020-09-06,Pearl,Male,485000,Rabun Used Car Sales,Chrysler,Sebring Coupe,Overhead Camshaft,Manual,Pale White,26000,85257-3102,Sedan,6942984,Scottsdale
5305,5305,C_CND_005306,2020-09-06,Kai,Female,450000,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,38701-8047,SUV,8214900,Greenville
5306,5306,C_CND_005307,2020-09-06,Kaiden,Male,853000,Star Enterprises Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,99301-3882,Passenger,8366216,Pasco
5307,5307,C_CND_005308,2020-09-06,Kaleb,Male,704000,Suburban Ford,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,53546-9427,SUV,8781638,Janesville
5308,5308,C_CND_005309,2020-09-06,Kamari,Male,13500,Tri-State Mack Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,85257-3102,Hatchback,6998157,Scottsdale
5309,5309,C_CND_005310,2020-09-06,Kameron,Male,508000,U-Haul CO,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,Passenger,6815801,Austin
5310,5310,C_CND_005311,2020-09-06,Kareem,Female,573000,Buddy Storbeck's Diesel Service Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,06457-3834,Passenger,7093350,Middletown
5311,5311,C_CND_005312,2020-09-06,Karter,Female,800000,C & M Motors Inc,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,22000,60504-7114,Sedan,8225579,Aurora
5312,5312,C_CND_005313,2020-09-06,Brayden,Female,811000,Chrysler Plymouth,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hardtop,8410271,Janesville
5313,5313,C_CND_005314,2020-09-06,Kenneth,Male,1236000,Chrysler of Tri-Cities,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18600,99301-3882,Hatchback,6612263,Pasco
5314,5314,C_CND_005315,2020-09-06,Kevin,Male,328000,Chrysler Plymouth,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Passenger,6232762,Janesville
5315,5315,C_CND_005316,2020-09-06,Lillian,Male,561000,Race Car Help,Lexus,LX470,Overhead Camshaft,Manual,Pale White,54000,78758-7841,SUV,6590056,Janesville
5316,5316,C_CND_005317,2020-09-06,Lily,Female,13500,Ryder Truck Rental and Leasing,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,06457-3834,SUV,8876759,Scottsdale
5317,5317,C_CND_005318,2020-09-06,Laure,Male,1225000,Rabun Used Car Sales,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,42500,85257-3102,Hardtop,6949391,Janesville
5318,5318,C_CND_005319,2020-09-06,Lydia,Male,1237000,Scrivener Performance Engineering,Volkswagen,GTI,Overhead Camshaft,Manual,Pale White,28700,38701-8047,SUV,8396016,Middletown
5319,5319,C_CND_005320,2020-09-06,Madeleine,Male,740000,Star Enterprises Inc,Mercury,Grand Marquis,DoubleÂ Overhead Camshaft,Auto,Black,19000,99301-3882,SUV,7803528,Aurora
5320,5320,C_CND_005321,2020-09-06,Madison,Male,1120000,Suburban Ford,Oldsmobile,Intrigue,Overhead Camshaft,Manual,Pale White,37000,53546-9427,SUV,8191237,Greenville
5321,5321,C_CND_005322,2020-09-06,Maggie,Female,1151000,Tri-State Mack Inc,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Black,21100,85257-3102,Hatchback,6854031,Pasco
5322,5322,C_CND_005323,2020-09-06,Hugo,Female,13500,Ryder Truck Rental and Leasing,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,06457-3834,Hardtop,8108763,Austin
5323,5323,C_CND_005324,2020-09-06,Manha,Female,760000,Progressive Shippers Cooperative Association No,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Sedan,6326226,Scottsdale
5324,5324,C_CND_005325,2020-09-06,Maryam,Male,1170000,Rabun Used Car Sales,Volvo,S80,Overhead Camshaft,Manual,Pale White,21000,85257-3102,Sedan,6280252,Austin
5325,5325,C_CND_005326,2020-09-07,Nicole,Male,1800000,Hatfield Volkswagen,Hyundai,Accent,Overhead Camshaft,Manual,Black,18001,99301-3882,Hatchback,7090899,Pasco
5326,5326,C_CND_005327,2020-09-07,Nina,Female,3300000,Iceberg Rentals,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Pale White,31001,53546-9427,Passenger,6976329,Janesville
5327,5327,C_CND_005328,2020-09-07,Olivia,Male,2910000,McKinney Dodge Chrysler Jeep,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Pale White,33001,85257-3102,SUV,7387379,Scottsdale
5328,5328,C_CND_005329,2020-09-07,Phoebe,Male,1400000,Motor Vehicle Branch Office,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,21001,78758-7841,Sedan,7313920,Austin
5329,5329,C_CND_005330,2020-09-07,Queenie,Male,860000,Nebo Chevrolet,Toyota,4Runner,Overhead Camshaft,Manual,Black,25001,06457-3834,Sedan,6517791,Middletown
5330,5330,C_CND_005331,2020-09-07,Rachel,Male,13500,New Castle Ford Lincoln Mercury,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Black,45001,60504-7114,SUV,7385505,Aurora
5331,5331,C_CND_005332,2020-09-07,Raina,Male,1670000,Pars Auto Sales,Pontiac,Bonneville,Overhead Camshaft,Manual,Black,36001,38701-8047,Hatchback,7696916,Greenville
5332,5332,C_CND_005333,2020-09-07,Rebecca,Male,1500000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,12001,99301-3882,Hatchback,8262691,Pasco
5333,5333,C_CND_005334,2020-09-07,Renee,Male,2200000,Progressive Shippers Cooperative Association No,BMW,323i,Overhead Camshaft,Manual,Pale White,21001,53546-9427,Hatchback,8454184,Janesville
5334,5334,C_CND_005335,2020-09-07,Sabrina,Female,1150000,Rabun Used Car Sales,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17001,85257-3102,Hatchback,6356134,Scottsdale
5335,5335,C_CND_005336,2020-09-07,Samantha,Male,1350000,Race Car Help,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,78758-7841,SUV,8628671,Austin
5336,5336,C_CND_005337,2020-09-07,Sarah,Male,2070000,Saab-Belle Dodge,Audi,A6,DoubleÂ Overhead Camshaft,Auto,Black,14001,60504-7114,SUV,7209138,Aurora
5337,5337,C_CND_005338,2020-09-07,Selena,Male,1300000,Scrivener Performance Engineering,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Pale White,41001,38701-8047,Sedan,8913185,Greenville
5338,5338,C_CND_005339,2020-09-07,Selina,Female,2190000,Star Enterprises Inc,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,99301-3882,SUV,7093544,Pasco
5339,5339,C_CND_005340,2020-09-07,Katie,Male,1085000,U-Haul CO,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,78758-7841,Sedan,8727010,Austin
5340,5340,C_CND_005341,2020-09-07,Myles,Male,1080000,Scrivener Performance Engineering,Mercedes-B,SL-Class,Overhead Camshaft,Manual,Pale White,26000,38701-8047,Hardtop,8784941,Greenville
5341,5341,C_CND_005342,2020-09-07,Kayla,Male,13500,Rabun Used Car Sales,Plymouth,Neon,Overhead Camshaft,Manual,Black,29000,85257-3102,SUV,8811403,Scottsdale
5342,5342,C_CND_005343,2020-09-07,Kaylee,Male,807500,Race Car Help,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,31500,78758-7841,SUV,7530081,Austin
5343,5343,C_CND_005344,2020-09-07,Keira,Male,4100000,Ryder Truck Rental and Leasing,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,06457-3834,SUV,8108509,Middletown
5344,5344,C_CND_005345,2020-09-07,Kira,Female,4600000,Saab-Belle Dodge,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,8820977,Aurora
5345,5345,C_CND_005346,2020-09-07,Laila,Male,13500,Scrivener Performance Engineering,Mitsubishi,3000GT,Overhead Camshaft,Manual,Black,18000,38701-8047,Sedan,6224836,Greenville
5346,5346,C_CND_005347,2020-09-07,Lana,Female,380000,Star Enterprises Inc,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,99301-3882,Sedan,8764290,Pasco
5347,5347,C_CND_005348,2020-09-07,Lara,Male,13500,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Pale White,17000,53546-9427,SUV,6085386,Janesville
5348,5348,C_CND_005349,2020-09-07,Laura,Male,1430000,Tri-State Mack Inc,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,16000,85257-3102,Passenger,6141854,Scottsdale
5349,5349,C_CND_005350,2020-09-07,Naftali,Male,2585000,Star Enterprises Inc,Porsche,Carrera Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,99301-3882,Hardtop,8319112,Pasco
5350,5350,C_CND_005351,2020-09-07,Layla,Male,400000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,06457-3834,Passenger,8410145,Middletown
5351,5351,C_CND_005352,2020-09-07,Lea,Male,13500,C & M Motors Inc,Nissan,Frontier,Overhead Camshaft,Manual,Black,53000,60504-7114,Hatchback,8893694,Aurora
5352,5352,C_CND_005353,2020-09-07,Leah,Male,13500,Capitol KIA,Volvo,S40,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Sedan,6466767,Greenville
5353,5353,C_CND_005354,2020-09-07,Penelope,Female,765000,Race Car Help,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,28000,78758-7841,Hatchback,6003670,Austin
5354,5354,C_CND_005355,2020-09-07,Perel,Male,1278000,Ryder Truck Rental and Leasing,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9800,06457-3834,Hatchback,6515176,Middletown
5355,5355,C_CND_005356,2020-09-07,Pessy,Male,13500,Saab-Belle Dodge,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,60504-7114,Passenger,7504802,Aurora
5356,5356,C_CND_005357,2020-09-07,Phoebe,Male,590000,Scrivener Performance Engineering,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,38701-8047,Passenger,8724388,Greenville
5357,5357,C_CND_005358,2020-09-07,Piper,Male,13500,Star Enterprises Inc,Honda,Passport,Overhead Camshaft,Manual,Black,22000,99301-3882,Hatchback,6057437,Pasco
5358,5358,C_CND_005359,2020-09-07,Quinn,Male,1000000,Suburban Ford,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,53546-9427,Hatchback,7345688,Janesville
5359,5359,C_CND_005360,2020-09-07,Rachel,Male,590000,Tri-State Mack Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43000,85257-3102,Hatchback,8607178,Scottsdale
5360,5360,C_CND_005361,2020-09-07,Raizel,Male,1030000,U-Haul CO,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,78758-7841,SUV,8575308,Austin
5361,5361,C_CND_005362,2020-09-07,Raizy,Male,1136000,Buddy Storbeck's Diesel Service Inc,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,45600,06457-3834,Hatchback,7705454,Middletown
5362,5362,C_CND_005363,2020-09-07,Rebecca,Male,635000,C & M Motors Inc,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,60504-7114,Sedan,8220115,Aurora
5363,5363,C_CND_005364,2020-09-07,Reese,Female,782000,Capitol KIA,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,38701-8047,Hatchback,6520773,Greenville
5364,5364,C_CND_005365,2020-09-07,Rifka,Male,1061000,Chrysler of Tri-Cities,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42100,99301-3882,Sedan,7123429,Pasco
